id, name, type, layer, confidence, mapped, canonical, rels
"Glutamina", "Glutamina", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Golimumab", "Golimumab", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Green Tea", "Green Tea", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"Humira", "Humira", "Drug", "REASONING", 0.95, FALSE, NULL, 10
"Hydroxychloroquine", "Hydroxychloroquine", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Ibuprofen", "Ibuprofen", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"Immunoglobulin A", "Immunoglobulin A", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Immunoglobulin G", "Immunoglobulin G", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
NULL, "Immunomodulator", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 1
"Indole-3-Acetic Acid", "Indole-3-Acetic Acid", "Drug", "REASONING", 0.95, FALSE, NULL, 3
"Infliximab", "Infliximab", "Drug", "REASONING", 0.9, FALSE, NULL, 12
"Integrin", "Integrin", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Interleukin 1 Beta", "Interleukin 1 Beta", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Interleukin 23", "Interleukin 23", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Interleukin 6", "Interleukin 6", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Interleukin-2", "Interleukin-2", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Iodine", "Iodine", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Isoniazid", "Isoniazid", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Klebsiella Pneumoniae", "Klebsiella Pneumoniae", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"L-Arginina", "L-Arginina", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"L-Cistina", "L-Cistina", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"L-Citrulina", "L-Citrulina", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"Lead", "Lead", "Drug", "REASONING", 1.0, FALSE, NULL, 1
"Manganese", "Manganese", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Mct", "Mct", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"Mercaptopurine", "Mercaptopurine", "Drug", "REASONING", 1.0, FALSE, NULL, 1
"Methotrexate", "Methotrexate", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"Mycophenolate Mofetil", "Mycophenolate Mofetil", "Drug", "REASONING", 0.95, FALSE, NULL, 2
"Olive Oil", "Olive Oil", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Omega-3 Fatty Acids", "Omega-3 Fatty Acids", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Penicillin", "Penicillin", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Phytonutrients", "Phytonutrients", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Placebo", "Placebo", "Drug", "REASONING", 1.0, FALSE, NULL, 1
"Prednisolone", "Prednisolone", "Drug", "REASONING", 1.0, FALSE, NULL, 3
"Prednisone", "Prednisone", "Drug", "REASONING", 1.0, FALSE, NULL, 1
NULL, "Rabbit Antithymocyte Globulin", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 1
"Rifampicin", "Rifampicin", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Rituximab", "Rituximab", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"Selenium", "Selenium", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Sirolimus", "Sirolimus", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Sodium L-Lactate", "Sodium L-Lactate", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 1
"Teplizumab", "Teplizumab", "Drug", "REASONING", 0.93, FALSE, NULL, 1
"Teprotumumab", "Teprotumumab", "Drug", "REASONING", 0.91, FALSE, NULL, 1
NULL, "Tgf-Beta", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 1
"Tofacitinib", "Tofacitinib", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"Tumor Necrosis Factor", "Tumor Necrosis Factor", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Ustekinumab", "Ustekinumab", "Drug", "REASONING", 0.95, FALSE, NULL, 4
"Vedolizumab", "Vedolizumab", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"Vitamin A", "Vitamin A", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"Vitamin B6", "Vitamin B6", "Drug", "REASONING", 0.9, FALSE, NULL, 0
"Vitamin C", "Vitamin C", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Vitamin D", "Vitamin D", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"Vitamin E", "Vitamin E", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"Zinc", "Zinc", "Drug", "REASONING", 1.0, FALSE, NULL, 2
"extracted:aa_esenciales_nm", "aa_esenciales_nm", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:aa_ramificados_nm", "aa_ramificados_nm", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:adalimumab", "adalimumab", "Drug", "REASONING", 0.95, FALSE, NULL, 25
"extracted:anifrolumab", "anifrolumab", "Drug", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:anti-cd52", "anti-cd52", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:anti-cholinesterase_drugs", "anti-cholinesterase_drugs", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:anti-smith_antibody", "anti-smith_antibody", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:antithymocyte_globulin", "antithymocyte_globulin", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:aspirin", "aspirin", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:azathioprine", "azathioprine", "Drug", "REASONING", 1.0, FALSE, NULL, 16
"extracted:belimumab", "belimumab", "Drug", "REASONING", 0.9, FALSE, NULL, 5
"extracted:budesonide", "budesonide", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cadmium", "cadmium", "Drug", "REASONING", 1.0, FALSE, NULL, 2
"extracted:caffeine", "caffeine", "Drug", "PERCEPTION", 0.7, FALSE, NULL, 2
"extracted:cannabidiol", "cannabidiol", "Drug", "REASONING", 0.9, FALSE, NULL, 13
"extracted:cannabis", "cannabis", "Drug", "REASONING", 0.9, FALSE, NULL, 5
"extracted:cedirgant", "cedirgant", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:certolizumab_pegol", "certolizumab_pegol", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"extracted:chlorpromazine", "chlorpromazine", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:copper", "copper", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"extracted:corticosteroids", "corticosteroids", "Drug", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:curcumin", "curcumin", "Drug", "REASONING", 0.9, FALSE, NULL, 7
"extracted:cyclophosphamide", "cyclophosphamide", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cytotoxic_t_lymphocyte-associated_antigen_4", "cytotoxic_t_lymphocyte-associated_antigen_4", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:dapirolizumab_pegol", "dapirolizumab_pegol", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:delta-9-tetrahydrocannabinol", "delta-9-tetrahydrocannabinol", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:dextrinomaltosa_nm", "dextrinomaltosa_nm", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:diphtheria_toxin", "diphtheria_toxin", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:doxycycline", "doxycycline", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:etanercept", "etanercept", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:extra_virgin_olive_oil", "extra_virgin_olive_oil", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"extracted:fenebrutinib", "fenebrutinib", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:ganoderma_lucidum", "ganoderma_lucidum", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:ginger", "ginger", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:glutamina", "glutamina", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:golimumab", "golimumab", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:green_tea", "green_tea", "Drug", "REASONING", 0.9, FALSE, NULL, 5
"extracted:guselkumab", "guselkumab", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:humira", "humira", "Drug", "REASONING", 1.0, FALSE, NULL, 9
"extracted:hydralazine", "hydralazine", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:hydroxychloroquine", "hydroxychloroquine", "Drug", "PERCEPTION", 0.9, FALSE, NULL, 3
"extracted:ibuprofen", "ibuprofen", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:imiquimod", "imiquimod", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:immunoglobulin_a", "immunoglobulin_a", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:immunoglobulin_g", "immunoglobulin_g", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:immunosuppressive_drugs", "immunosuppressive_drugs", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:imurel", "imurel", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:indole-3-acetic_acid", "indole-3-acetic_acid", "Drug", "REASONING", 0.95, FALSE, NULL, 4
"extracted:infliximab", "infliximab", "Drug", "REASONING", 0.9, FALSE, NULL, 18
"extracted:integrin", "integrin", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:interferon_beta", "interferon_beta", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:interleukin-2", "interleukin-2", "Drug", "REASONING", 0.9, FALSE, NULL, 5
"extracted:interleukin-37", "interleukin-37", "Drug", "PERCEPTION", 0.85, FALSE, NULL, 1
"extracted:interleukin-38", "interleukin-38", "Drug", "PERCEPTION", 0.85, FALSE, NULL, 1
"extracted:isoniazid", "isoniazid", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:klebsiella_pneumoniae", "klebsiella_pneumoniae", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:l-arginina", "l-arginina", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:l-cistina", "l-cistina", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:l-citrulina", "l-citrulina", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:l-lactic_acid", "l-lactic_acid", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:lead", "lead", "Drug", "REASONING", 1.0, FALSE, NULL, 2
"extracted:magnesium", "magnesium", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:manganese", "manganese", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"extracted:mct_nm", "mct_nm", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:mercaptopurine", "mercaptopurine", "Drug", "REASONING", 1.0, FALSE, NULL, 2
"extracted:methotrexate", "methotrexate", "Drug", "REASONING", 0.9, FALSE, NULL, 11
"extracted:minocycline", "minocycline", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:muramyl_dipeptide", "muramyl_dipeptide", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:mycophenolate_mofetil", "mycophenolate_mofetil", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:omega-3_fatty_acids", "omega-3_fatty_acids", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:omeprazole", "omeprazole", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:paracetamol", "paracetamol", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:penicillin", "penicillin", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:phytonutrients", "phytonutrients", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:prednisolone", "prednisolone", "Drug", "REASONING", 1.0, FALSE, NULL, 8
"extracted:prednison", "prednison", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:prednisone", "prednisone", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:probiotics", "probiotics", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:procainamide", "procainamide", "Drug", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:red_wine", "red_wine", "Drug", "PERCEPTION", 0.7, FALSE, NULL, 2
"extracted:rifampicin", "rifampicin", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:risankizumab", "risankizumab", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:rituximab", "rituximab", "Drug", "PERCEPTION", 0.9, FALSE, NULL, 8
"extracted:sarilumab", "sarilumab", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:selenium", "selenium", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:sirolimus", "sirolimus", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:sodium_l-lactate", "sodium_l-lactate", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:sodium_oxamate", "sodium_oxamate", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:staphylococcal_enterotoxin_b", "staphylococcal_enterotoxin_b", "Drug", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:steroids", "steroids", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:teplizumab", "teplizumab", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:teprotumumab", "teprotumumab", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tetrahydrocannabinol", "tetrahydrocannabinol", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tgf-beta", "tgf-beta", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tocilizumab", "tocilizumab", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tofacitinib", "tofacitinib", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:tumor_necrosis_factor", "tumor_necrosis_factor", "Drug", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:ustekinumab", "ustekinumab", "Drug", "REASONING", 0.9, FALSE, NULL, 12
"extracted:vedolizumab", "vedolizumab", "Drug", "REASONING", 0.9, FALSE, NULL, 5
"extracted:vitamin_a", "vitamin_a", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:vitamin_b6", "vitamin_b6", "Drug", "REASONING", 0.9, FALSE, NULL, 1
"extracted:vitamin_c", "vitamin_c", "Drug", "REASONING", 0.9, FALSE, NULL, 4
"extracted:vitamin_d", "vitamin_d", "Drug", "REASONING", 0.9, FALSE, NULL, 8
"extracted:vitamin_d3", "vitamin_d3", "Drug", "REASONING", 0.9, FALSE, NULL, 2
"extracted:vitamin_e", "vitamin_e", "Drug", "REASONING", 0.9, FALSE, NULL, 3
"extracted:zinc", "zinc", "Drug", "REASONING", 1.0, FALSE, NULL, 5
"extracted:alcohol", "alcohol", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:fruits", "fruits", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:legumes", "legumes", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:salt", "salt", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:sugar-sweetened_beverages", "sugar-sweetened_beverages", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:vegetables", "vegetables", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:whole_grains", "whole_grains", "Food Component", "REASONING", 0.9, FALSE, NULL, 2
"extracted:1007fs_nod2_variant", "1007fs_nod2_variant", "Gene", "REASONING", 0.9, FALSE, NULL, 2
NULL, "Adar", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
"Apolipoprotein C3", "Apolipoprotein C3", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Aryl Hydrocarbon Receptor", "Aryl Hydrocarbon Receptor", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"Bcl6", "Bcl6", "Gene", "REASONING", 0.95, FALSE, NULL, 4
"C1Q Deficiency", "C1Q Deficiency", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"C2 Deficiency", "C2 Deficiency", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"C4 Deficiency", "C4 Deficiency", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Cannabis Indica", "Cannabis Indica", "Gene", "REASONING", 0.9, FALSE, NULL, 0
"Cannabis Sativa", "Cannabis Sativa", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Card15/Nod2", "Card15/Nod2", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Caspase Activating Recruitment Domain 15", "Caspase Activating Recruitment Domain 15", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Cd154", "Cd154", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Cd32", "Cd32", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Cldn15", "Cldn15", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Cnbp", "Cnbp", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Ctla-4", "Ctla-4", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
NULL, "Dnase1L3", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Dock8", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"Fcgr2A-R131", "Fcgr2A-R131", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Forkhead Box P3", "Forkhead Box P3", "Gene", "REASONING", 0.95, FALSE, NULL, 2
"Foxp3", "Foxp3", "Gene", "REASONING", 0.9, FALSE, NULL, 3
NULL, "Gbp1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"Herc5", "Herc5", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Hla-Dqa1", "Hla-Dqa1", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Hla-Drb1", "Hla-Drb1", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Incf Plasmid", "Incf Plasmid", "Gene", "SEMANTIC", 0.88, FALSE, NULL, 1
"Insulin Gene", "Insulin Gene", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 0
"Integrative And Conjugative Element", "Integrative And Conjugative Element", "Gene", "SEMANTIC", 0.87, FALSE, NULL, 1
"Irgm1", "Irgm1", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Kdm4B", "Kdm4B", "Gene", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Kiaa2013", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
"Major Histocompatibility Complex", "Major Histocompatibility Complex", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"Mpc1", "Mpc1", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Mycobacterium Tuberculosis", "Mycobacterium Tuberculosis", "Gene", "REASONING", 0.9, FALSE, NULL, 1
NULL, "N4Bp1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
"Nucleotide-Binding Oligomerization Domain-Containing Protein 2", "Nucleotide-Binding Oligomerization Domain-Containing Protein 2", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Oas1", "Oas1", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"Pcaf", "Pcaf", "Gene", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Pgghg", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
NULL, "Protein Kinase Cδ", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"Rorγt", "Rorγt", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"Signal Transducer And Activator Of Transcription 3", "Signal Transducer And Activator Of Transcription 3", "Gene", "REASONING", 0.9, FALSE, NULL, 2
NULL, "Slc25A10", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
"Tlr7", "Tlr7", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
NULL, "Toll-Like Receptor 7", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Toll-Like Receptor 9", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"Trac", "Trac", "Gene", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Traf1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"Trav", "Trav", "Gene", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Trex1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 0
"Ubiquitin Specific Peptidase 18", "Ubiquitin Specific Peptidase 18", "Gene", "REASONING", 0.95, FALSE, NULL, 2
"Xist", "Xist", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:aire", "aire", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:apolipoprotein_f", "apolipoprotein_f", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:aryl_hydrocarbon_receptor", "aryl_hydrocarbon_receptor", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:atg16l1", "atg16l1", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:bcl6", "bcl6", "Gene", "REASONING", 0.9, FALSE, NULL, 3
"extracted:c1q_deficiency", "c1q_deficiency", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:c2_deficiency", "c2_deficiency", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:c4_deficiency", "c4_deficiency", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cannabis_indica", "cannabis_indica", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cannabis_sativa", "cannabis_sativa", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:card15", "card15", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:cardiolipin", "cardiolipin", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:caspase_activating_recruitment_domain_15", "caspase_activating_recruitment_domain_15", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cd154", "cd154", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:cd19", "cd19", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:cd32", "cd32", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cldn15", "cldn15", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:cnbp", "cnbp", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cxcr3", "cxcr3", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cyclic_gmp-amp_synthase", "cyclic_gmp-amp_synthase", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:cytotoxic_t_lymphocyte_antigen_4", "cytotoxic_t_lymphocyte_antigen_4", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:dnase1l3", "dnase1l3", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:dock8", "dock8", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:fcgr2a-r131", "fcgr2a-r131", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:forkhead_box_p3", "forkhead_box_p3", "Gene", "REASONING", 0.95, FALSE, NULL, 3
"extracted:foxp3", "foxp3", "Gene", "REASONING", 0.9, FALSE, NULL, 11
"extracted:gbp1", "gbp1", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:grail", "grail", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:gα-interacting_vesicle-associated_protein", "gα-interacting_vesicle-associated_protein", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:herc5", "herc5", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:histone_deacetylase_6", "histone_deacetylase_6", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:hla-dq2", "hla-dq2", "Gene", "REASONING", 1.0, FALSE, NULL, 2
"extracted:hla-dq8", "hla-dq8", "Gene", "REASONING", 1.0, FALSE, NULL, 2
"extracted:hla-dqa1", "hla-dqa1", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:hla-drb1", "hla-drb1", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:human_leucocyte_antigen", "human_leucocyte_antigen", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:human_leukocyte_antigen", "human_leukocyte_antigen", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:human_leukocyte_antigen_variants", "human_leukocyte_antigen_variants", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:il23r", "il23r", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:incf_plasmid", "incf_plasmid", "Gene", "SEMANTIC", 0.88, FALSE, NULL, 2
"extracted:insulin_gene", "insulin_gene", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:integrative_and_conjugative_element", "integrative_and_conjugative_element", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:interferon_gamma_inducible_protein_16", "interferon_gamma_inducible_protein_16", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:interleukin-10", "interleukin-10", "Gene", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:interleukin_23_receptor", "interleukin_23_receptor", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:interleukin_2_receptor", "interleukin_2_receptor", "Gene", "REASONING", 0.9, FALSE, NULL, 3
"extracted:irgm1", "irgm1", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:janus_associated_kinase_1", "janus_associated_kinase_1", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:kdm4b", "kdm4b", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:kiaa2013", "kiaa2013", "Gene", "PERCEPTION", 0.7, FALSE, NULL, 1
"extracted:major_histocompatibility_complex", "major_histocompatibility_complex", "Gene", "REASONING", 0.9, FALSE, NULL, 6
"extracted:mirna-146a", "mirna-146a", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:mpc1", "mpc1", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:mycobacterium_tuberculosis", "mycobacterium_tuberculosis", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:n4bp1", "n4bp1", "Gene", "PERCEPTION", 0.7, FALSE, NULL, 1
"extracted:nod2", "nod2", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:nucleotide-binding_oligomerization_domain_containing_2", "nucleotide-binding_oligomerization_domain_containing_2", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nucleotide-binding_oligomerization_domain_containing_protein_2", "nucleotide-binding_oligomerization_domain_containing_protein_2", "Gene", "REASONING", 0.95, FALSE, NULL, 3
"extracted:oas1", "oas1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:pcaf", "pcaf", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:pgghg", "pgghg", "Gene", "PERCEPTION", 0.75, FALSE, NULL, 1
"extracted:po83", "po83", "Gene", "SEMANTIC", 0.87, FALSE, NULL, 2
